userName,score,at,content
Sitti Shufina,3,2021-07-05 02:34:55,"Apk sangat bagus dan membantu, tapi saya sedikit kendalan di bagian waktu menjawab Quiz obsens nya pada Hilang dan pemahaman jadi terganggu. Tolong di perbaiki lagi agarsaya bisa belajar dengan Nyaman 🙏."
Salwa Humaira Naqi,5,2021-07-01 07:44:20,"Wkwkw bagus, materinya lengkap dan selama yang saya amati tidak ada kesalahan penulisan atau apapun, karena saya agak was was jika saya mempelajari rumus yang salah. Dan yang saya paling suka saat fisika ada jokes di bagian tengah buat sedikit relax. Itupun sangat sederhana dan menyenangkan( ꈍᴗꈍ)( ꈍᴗꈍ)"
agatha valenciaa_,5,2021-06-27 09:23:06,"ini aplikasi yang membantu aku dalam belajar walau pun belum saat nya masuk sekolah.. Aku Bisa nontom video animasi yang menjelaskan materi pelajaran sesuai kelas sendiri secara detail dan jelas! yang dulunya aku mengganggap matematika pelajaran yang tersulit sekarang sudah tidak lagi! Aku sekarang sudah lumayan mengerti dan pengetahuan ku mulai bertambah drastis"" ayo teman teman semua berlangganan di ruangguru selagi masih ada kode promo yang dapat di gunakan dan.. Terimakasih Ruangguru-!"
Ocha Indira,5,2021-06-21 10:46:41,"suka banget pake ruangguru!!! materi nya mudah dipahami dan ada latihan soalnya juga, jadi bisa mengasah apa yang kita pelajari di video pembelajaran nya, sangat sangat membantu saya bila tidak mengerti materi yang di berikan oleh guru, materi nya simpel dan tidak banyak jadi mudah di pahami dan di ingat"
77 7,1,2021-06-21 00:42:33,"Saya suka konsep belajar nya , judul judul sama latihan udah menarik , tapi tolong dong video nya gabisa diputar buffering loading terus , data terus masuk 300kb/s tetapi video tetap tidak berjalan , itu udah nunggu 5 menitan masih kek gitu , udah bayar kekgitu bukannya mudah , bintang 1 dulu deh perbaiki bug nya"
M. Iman Nur Fallah,1,2021-05-23 15:35:13,"Tolong diperbaiki lagi Banyak soal kuis akhir yang salah Terkadang soal dengan jawaban tidak sama..soal membingungkan ,tidak sesuai dengan pembahasan yang tertera..dan tidak sesuai dengan video tutor yang telah disampaikan Untuk video tutor sudah oke Semoga dapat diperbaiki :)))"
Aikaby Art,2,2021-05-19 09:56:43,"Menurut saya penjelasan yg di beri itu bertele-tele, blm lagi biasa banyak saya skip karena ada penjelasan penting yg tdk ad di rangkuman,subtitle juga g ad. Umpamanya waktu yg dibutuhin buat bljr di sklh sm disini tuh seimbang. Tapi sy gatau ap cuma sy yg ga mampu natap layar gadget selama itu, jadiny puyeng, sakit mata &nyari alternatif bljr di youtube aj krn lebih singkat, lagipula materi disini kadang ga lengkap & rada beda sama yg diajarin di sekolah. Nyesel join sih tapi ya mau gimana :'("
M F A,5,2021-05-13 12:49:40,"App nya bagus and funny, vdeo yg beranimasi mmbuat saya senang dan bisa menjawab prtanyaan nya. Oh ya, sekedar saran, tolong misalkn saya belajar ips, bab ny ini itu misalnya, jgn yg konsep kilat aja yg ada disana kk, saya belajr bhs inggris ttg advertisement, tapi di advertisement ny tu, hanya konsep kilat doang yg ada, tolong vdeo2 yg kek biasanya panjang tu dimasukin jga kk, jgn di bab ny tu cuma ada konsep kilat doang biar lebih jelas aja kk"
Rio Rohman,5,2021-04-27 07:38:36,"Aplikasi belajar paling baik + penyampaian materinya enak mnurutku, ...baik krna bnyak bngt fasilitas yg bisa diakses wlaupun belum berlangganan / nggk mampu berlnggnan kayak aku :( . Animasi + tampilan ( loading/ interface ) menarik &nggak bosenin. sukses & sehat selalu buat team RG dan semoga selalu dlm lindungan Tuhan yang maha esa Bismillahirrahmanirrahim Doain ya semoga lulus jalur SBMPTN biar bisa bnggain ortu😭"
Nafhan Hadiyan,5,2021-04-19 04:40:07,"Aplikasinya bagus banget. Tampilannya jadi lebih elegan yang sekarang. Tapi, aku ada sedikit saran nih. Ini gk tau bug apa bukan, tapi kalo liat rangkuman pas lagi nge zoom jadi susah. Padahal di versi sebelumnya gk gitu. Harus beberapa kali cubit layarnya kalo mau nge zoom in atau zoom out. Mohon di perbaiki"
Clod TP's,1,2021-04-15 08:24:24,"ga bisa di update padahal penyimpanan msh banyak, rg nya juga sudah di unistall terus di instal lagi malah ga bisa, tulisannya tertunda terus padahal jaringan wifi sama data seluler lancar buat apl lain, searching apl di play store juga cepat tapi malah ini download nya tertunda terus, emang apk huuuuuu 👎🏻"
Amaya Onieksa Addien,2,2021-04-11 13:26:21,"untuk rangkumannya di SBMPTN kadang ada yang salah kak; typo, terkadang berbeda dengan video pembahasannya. dan itu bikin saya bingung, harus balik dulu ke video pembahasan baru bisa memahami kalau rangkumannya yang ada kesalahan🙏🏻"
Livia.A Official,5,2021-04-10 03:49:18,"Baru 3 hari langganan di ruangguru videonya nambah seru aja jadi makin suka, sekali nonton videonya jadi pengen nonton lagi soalnya animasinya keren dan pembahasannya mudah dipahami lagi. Apalagi kuisnya seru dan ga ngebosenin misalnya kalo jawaban kalian salah pasti ada pembahasaannya, ditambah juga kakak kakaknya seru semua jadi makin suka. Pokoknya kalian wajib download aplikasi ruangguru! Salam langganan baru🤭"
Dominique Kaynara,5,2021-04-08 13:27:54,MAKASIH BANGET! dari dulu saya selalu tidak fokus dengan pelajaran² yang ada di sekolah.. tapi dengan aplikasi ini saya jadi bisa lebih teliti.. dengan animasi dan penjelasan yang bagus membuat saya termotivasi dan menjadi lebih fokus.. pokoknya bintang 5 deh buat aplikasi ini 😄⭐⭐⭐⭐⭐
Olvi Chana Sermatang,5,2021-04-06 13:50:46,"Bagus banget😭😭.. gak nyesel sih udah berlangganan di ruangguru.. kk""nya ramah"" bangettt.. fitur di ruangguru lengkap banget mulai dari video pembahasan materi, video pembahasan soal, bank soal, tryout, jadwal, perkembangan belajar dan yang paling aku suka KONSEP KILAT. berguna banget kalo emg waktu lagi mepet atau besok lagi ada ujian dan pasti bakal berguna banget buat yang cepat tanggap (buat yang suka lemot bisa pake video pembahasan materi ajh pasti ngerti:).. pokoknya the best ruangguru🥰"
Blood Gamer Account,4,2021-04-05 19:32:26,"Gimana ya. Bicara tools di aplikasinya simpel tapi video pembelajarannya gak lengkap tau. Aku udah pernah bandingin belajar sama guru dan video ruang belajar, ataupun di tools lainnya. Eh beda banget, malah aku cari gak ada. Terus juga soal tesnya sedikitt banget. Apalagi MTK, fisika, kimia, biologi butuh banyak banget soal tryout gituh. Tolong juga, aku saranin guru les private diperbanyak dan kasih harga pas, diriku gak mudeng kalo sekedar video dan nanya ketikan gak nyampe apa yang kita mau"
Adelia Zafira,5,2021-04-04 10:09:15,"Semua materi ada, untuk semua kurikulum.. Terus ya.. penjelasannya mudah dipahami kalau udah paham dan ada semua materinya apalagi yang kurang coba?? Dan karena ada semuanya jadinya aku tau lebih banyak daripada yang di sekolah.. Dan... MURAH gaesss... Jujur.. aku suka banget apalagi animasinya cantik.. Saranghae..❤️"
Fakhri Rifqi,3,2021-03-28 23:56:41,"Halo, tolong untuk materi getaran gelombang (fisika kelas 8) video nya diperbarui menjadi konsep kilat, karena materi getaran gelombang itu sulit, jadi butuh yang konsep kilat supaya ga lama lama belajarnya, jadi lebih cepat paham juga. Ini materi getaran gelombang ya, bukan yang materi gelombang bunyi (nanti salah lagi)"
Siti Aisyah,5,2021-03-24 23:50:09,"Hai ruang guru... saya sudah selesai mengikuti pelatihan... Pelatihan yang di sediakan sangat bagus untuk pemula, Sempurna!, Sangat bermanfaat, Instrukturnya jagoan!, Ini yang saya cari!, disampaikan dengan jelas dan dengan susunan materi yang terstruktur serta mudah di pahami dengan adanya beberpa ilustrasi di setiap materi... Terimakasih ruang guru, Skill Academy, tokopedia."
REYHAN PRAS,5,2021-03-22 14:37:43,"Saya suka dengan metode pembelajarannya mudah dan cepat. Dan lebih suka lagi yaitu fitur konsep kilatnya, cepat, mudah dipahami dan dan kita jadi lebih interaktif dalam belajar. kelemahannya: bertele-tele(ini menurut pendapat pribadi)"
Dewi Ramandani,5,2021-03-19 13:12:48,Sangat membantu pokokknya aplikasi ini bikin belajar jadi seru dan mudah Belajar di ruangguru menyenangkan banget keren . Materi nya jadi gampang untuk dipahami . thankyou ruang guru
Pradipta yoga,5,2021-03-19 03:59:20,"Applikasi yang keren dan rekomend banget 👍 Materinya mudah dipahami dan banyak video2 yang bagus dan menarik. Apalagi master teacher nya keren parah jelasinnya. Belajar jadi lebih mudah, yang dulu selalu enggak paham sama materi, sekarang jadi lebih paham. Pokoknya be dbest lah 🥳🤗. Bintang 5 buat ruang guru no debat. 😘"
Titin Hera,5,2021-03-19 03:02:50,Belajar di ruangguru mudah banget dan memuaskan...Ilmu dan wawasan yang di dapatkan sangat banyak dan bermanfaat...instruktur yang menyampaikan materi juga sangat berkompeten...materi yang di sampaikan bervariasi dan tidak membosankan...nggak nyesel belajar online bersama ruang guru..makasih ruangguru
Nhimas Ayu Kinanthi,5,2021-03-17 12:14:50,"Hi RG! Aplikasi yang bermanfaat banget tentunya. Lengkap dan komplit banget! Materinya cepat masuk juga banyak latihan soal! selama pandemi sangat membantu banget. Oiya, kemarin sempat mengalami kendala kurang mengenakkan, tapi team customer service ruang guru gercep banget langsung bantu menangani! Thanks Ruangguru, sukses selalu!"
Mohammad Usman Asegaf,5,2021-03-17 10:21:50,"Terimakasih Ruang Guru telah menanggapi keluhan saya. Untuk customer servicenya the best lah. video interface yang barunya lebih baik, video buffernya makin kecil, dan tombol videonya pun lebih baik dan tidak meleset lagi Semoga ada pendeteksi progress download bawaan dari apk nya jadi gak ada kendala download lagi"
Fahri Ardianto,5,2021-03-17 04:04:40,"Ruangguru adalah aplikasi belajar keren dan bagus banget, penjelasan dari guru nya sangat bagus, lengkap dan mudah dipahami, Banyak fitur keren dan menarik di ruangguru, jadi belajar tidak terasa membosankan, pokoknya keren, dijamin ga nyesel buat download ruangguru, menjadi pintar ga perlu ribet 👍, belajar aja diruangguru, sukses terus ruangguru."
pioni modesta silalahi,5,2021-03-11 12:33:35,"Aplikasinya sangat bagus, karena mengubah nilai saya yang jelek 67,69,73 menjadi lebih bagus 89,94,98. Pokoknya aplikasinya memang the best untuk belajar ada vidio pembelajaran dan rangkumannya, pokoknya mantap."
Nadya Nauli,4,2021-03-10 03:19:29,"Untuk aku yg belajar UTBK dan liat rangkuman dr berbagai sumber, sometimes ada bbrp materi yg gk diajarin di Ruang Belajar. Padahal aku udh bener2 tonton ruang belajar dr awal smpe akhir, dan pastiin materi yg mmg aku blm ngerti krn emg gaada di Ruang Belajar. Tolong dilengkapi ya. Misal ekonomi fungsi tabungan, sosiologi jenis2 multikulturalisme. Dan tolong di waktu menjelang UTBK ini, perbarui kembali KJ modul latihan Brain Academy serta lengkapi dengan penjelasan. Bbrp KJ salah. Terima kasih"
Muhammad sholeh,5,2021-03-06 09:08:53,"Aplikasinya sih bagus ,materinya mudah dipahami.vidionya singkat tapi mudah di pahami.apalagi saat pandemi seperti ini.saya makin semangat belajar.bisa buat avatar.bisa punya peliharaan juga.tapi tolong materinya diperbanyak.agar saya lebih semangat belajarnya.selain itu udah bagus kok.saya kasih bintang 5 karena aplikasinya bagus banget hanya kurang sedikit materi lagi terimakasih.sampai jumpa😊."
alvina wildaliyanti,4,2021-03-05 14:17:44,"Bagus bermanfaat, tetapi ada kendala tidak bisa lanjut ke progres kelas selanjutnya padahal sudah mengikuti arahan dan sudah centang hijau juga sudah mengikuti mid test, tetapi masih digembok untuk sesi berikutnya. Dimohon untuk diperbaiki."
Anna Tasya Kartika,5,2021-03-05 10:44:51,"Dear ruang guru Makin estetik makin semangat belajar. Ngga sia sia langganan, walaupun jarang buka,,, tapi saat"" mau ulangan solusi praktis. Saran! Setiap materi di kasi konsep kilatnya dong ;) biar lebih mempermudah dan mempercepat dalam belajar. Saran Juga! Vidionya Jan lama"" kalau lama"" yg ada bikin bosen. Apalagi kalau tidak langsung to the poin. Suka sama mapel b.indo karena ya gitu, langsung ke inti. makasi RuangGuru ❤️"
Zahrul Aini,5,2021-03-04 17:56:31,"ruangguru itu aplikasi terbaik buat belajar menurut sy, karena fitur² nya yang banyak, anak-anak juga lebih mudah paham dengan materi yang disampaikan berupa animasi dan penyampaian yang baik. fitur yang paling sy suka ya ruangbelajar, karena disana ada banyak video pembahasan soal setiap bab dan ada juga rangkuman beserta latihan masing² bab. intinya sukses selalu untuk ruangguru, terimakasih sudah memudahkan anak-anak dalam online class. ditingkatkan lagi ya! dan jadi lebih baik❤️"
Didan W.S,5,2021-03-04 11:07:11,Saran saya y kalau bisa semua pembahasan di latihan soal ruang guru disertai vidio pembahasan dong !!!! Kalau bisa jenis vidionya dan konsep vidionya bisa di pilih sesuai keinginan jadi gak cuma yang beranimasi saja tapi ada juga pilihan lain untuk belajar
araina,4,2021-03-04 04:41:25,"Sebenernya apk ini cukup membantuku buat belajar. Penjelasannya singkat, padat, dan jelas. Dan jg bnyk bgt fitur2 menarik di Ruangguru yg bikin aku semakin semangat belajar (kyk games gitu jdinya). Kekurangannya cmn di materi. Bnyk bgt materi sekolahku yg ada di buku, tpi ga ada di Ruangguru. Mohon materi diperbanyak ya, dan video pembelajarannya di-update terus🙏 klo materinya msih kurang lengkap, belajarku jdi kurang maksimal jg. Sisanya, udh bagus dan nggak ada masalah kok, thanks Ruangguru🙏"
Super Frost,1,2021-03-02 03:41:00,"Mengapa untuk update sekarang banyak terjadi crash/lag saat membuka video.Bahkan dalam sehari bisa terjadi 3 kali crash dan mengakibatkan sy untuk merestart hp saya,itu sangat menyebalkan,waktu sy terbuang percuma untuk mengatasi app ini.Mohon untuk segera diperbaiki🙏"
Silvia,1,2021-02-25 13:26:38,Saat mengerjakan latihan soal kok jawaban yang benarnya suka beda-beda ya tapi masih soal yg sama dan bukan hanya sekali dua kali tapi sering terjadi. Jadi bingung yang benar yang mana. Dan saat ada video pembahasan soal tuh beda sama soal nya. Soalnya apaa pas di video pembahasan soalnya bedaaa. Dan saya sudah dua kali melaporkan ke layanan@ruangguru dengan menjelaskan secara detail dan bukti screenshootnya. Tapi ribeet banget harus ini harus itu.Kecewa banget sih.Mohon teliti dan diperbaiki.
Sharoon Tahitu,5,2021-02-25 08:48:08,"Aplikasi ini sangat bagus... Terutama untk Anak"" yg sekarang belajar secara online.... Terkadang kalau kita belajar online apalagi kalau pakai aplikasi zoom waktunya terbatas dan materinya jga tdk semua di bahas... Jdi dengan aplikasi ruang guru ini bisa membuat kita paham semua mata pelajaran yg terbatas untuk di bahas...."
Theresia,2,2021-02-24 14:15:33,"Kenapa ya setelah di update banya ngelag sama ngebug juga :( sayang banget padahal ruangguru bagus banget awalnya, fiturnya juga lebih suka yang dulu sebelum diupdate lebih mudah dan tidak rumit, tolong diperbaiki lagi, sekarang bagian rangkumannya juga suka ngebug dan sekarang rangkumannnya dikasi waktu jadi ganti ganti sendiri ke rangkuman selanjutnya itu mengganggu sekali kalau baru mencatat tiba tiba ganti ke rangmuman selanjutnya huhuhu :("
Bertha Lelyemin,5,2021-02-24 06:13:42,"Aku suka banget belajar di ruang guru. Penjelasannya mendetail, trus gampang dimengerti, trus kalo mau sistem kebut semalam karna ada mode kilat⚡, jadi gk perlu lama nonton video materi dari pertama. Cuman aku ada sedikit keluhan, aku kan punya teman ruang guru, yg hewan peliharaan. Tapi susah banget mau di evolusi padahal aku udah belajar setiap hari tapi gk ada progres di evolusinya... tolong dong... aku jadi harus ngulang terus... ︶︿︶"
kania christi pelawi,5,2021-02-24 01:49:17,"Bagus banget! Aplikasi yang sangat membantu, terlebih lagi di masa pandemi gini! Materinya lengkap, pembahasan soalnya buat saya jadi paham, dan video pembelajaran yang asik! Tapi, ada beberapa video yang menurut saya durasinya kepanjangan, bahkan sampai 30 menitan, tapi gpp, jadi lebih paham materinya."
F A Z,2,2021-02-23 04:16:45,"Tolong kpd tim RG utk segera mengatasi bug"" yg ada. Ini terjadi justru setelah apk di-update. Seperti : 1. Tidak bisa mendownload video (hanya terdapat tulisan ""menunggu antrian download"") 2. Bila ditonton langsung (tanpa didownload dahulu) menyedot sangat banyak kuota 3. Di bagian rangkuman tidak usah diberi fitur waktu dan otomatis lanjut, karena itu sangat mengganggu kami. Mohon untuk respon dan tindakannya dalam memperbaiki kekurangan itu, usahakan segera mungkin terimakasih 🙏🏼"
Balqis K,5,2021-02-21 15:13:08,"Bener bener puas sama ruangguru, baru kali ini dapet bimbel dengan kualitas terbaik tapi harga super terjangkau. Untuk nilaiku juga berubah drastis jauh lebih baik. Mau saran dikit aja sih, kalo bisa di setiap materi ada konsep kilatnya. Karena itu super ngebantu banget untuk murid yang gurunya sering ngadain ujian/ulangan dadakan. Jadi bisa belajar langsung semua materi dalam waktu bbrp menit aja. Dan entah kenapa paham banget sama pembahasannya:D semangat tim ruangguru ^^"
Ananda Rainsen S,5,2021-02-19 13:57:20,"Sangat membantu untuk belajar, fitur nya juga bagus dan selalu di update, untuk overall semuanya sudah bagus. Tetapi ada satu yang kurang, tolong semua video untuk disediakan kualitas 360p, terkadang sinyal suka ngadat nih."
Ade Putra,5,2021-02-19 13:07:48,Wow ini aplikasi belajar seru banget dan mudah dipahami belum lagi di tambah dengan teman belajar yang selalu mengingatkan kita buat belajar jadi kagak malas deh belajarnya ditambah lagi dengan latihan soal di akhir video... buat makin paham deh Tapi...kok setelah update ini kalau nonton videonya terkadang terhenti nunggu jaringan bagus dulu lalu lanjut videonya😞 nggak sperti sebelumnya yang lancar-lancar aja
Khomairoh rizkia,5,2021-02-17 12:27:24,"Bagus dan keren banget, video pembelajarannya juga mudah dipahami banget lho, cmn terkadang untuk fitur RoboGuru nya terkadang ada jawaban yang tidak sesuai, yuk buruan instal Ruang Guru, good luck all-!!"
Bagus Chandra,5,2021-02-16 12:32:55,"Dalam segi penggunaan di aplikasi ini sangat mudah dimengerti (simpel dan jelas).Dalam video pembelajaran pun bagus,jelas,dan mudah dimengerti,walaupun memang ada beberapa master teacher yang bertele tele dalam menyampaikan materi. Banyak soal dari bank soal maupun latihan soal yang bisa dikerjakan kapanpun dan sangat membantu karena ada pembahasan di akhir latihan. ok, maybe that's all. overall no problem. Thanks"
Mhd Audy,1,2021-02-16 02:18:11,"App belajar nomor 1 dari mananya coba ?? Bug aja masih banyak, banyak fitur kadang ga kepake juga Mending make google classroom udh simple g ada bug dan juga pengeoperasiannya yg lumayan simple Saya harap kedepannya bugnya di fix dulu baru mengeluarkan fitur baru"
nazwaa febi,5,2021-02-14 07:15:34,"Setelah pakai aplikasi ruangguru aku jadi lebih sering belajar. Video animasi dan materi-materi di ruangguru mudah dipahami. Berkat ruangguru nilai MIPA aku jadi lebih baik☺ Tapi akhir-akhir ini aku mengalami kendala di ruangguru, kenapa ya saat ingin buka video materi yang sudah didownload malah tidak bisa? Padahal sinyal dan kuota aku sangat mendukung. Mohon bantuannya kak, belajar ku jadi sedikit terganggu karena itu. Terimakasih!"
Rama Syahdath Fernandha,5,2021-02-10 13:58:30,"Keren parah, Dlu nilai MTK ku paling besar itu 75 doang, tapi pas pake Ruang Guru, dan akhirnya Nilai MTK ku naik drastis jadi 95, Aku yg liat nilai nya aja langsung Lemes gak nyangka bisa segitu. Dan setelah berhenti pake RG 1 Tahun, semua Nilai ku menurun, daya Fikir juga menurun, Gak langsung bisa dicerna sama otak alias lemot. Dan skrng mau belajar pake RG lagi, semoga aja bisa jadi lebih baik lagi."
Fadila Putri Lubis,5,2021-02-08 07:48:03,"Menurut aku ruangguru itu sangat bagus, mulai dari fiturnya, materinya, latihan-latihan soalnya yang diberikan untuk setiap jenjang dan setiap mata pelajarannya itu sangat lengkap tepat sasaran dan mudah diterima, jadi ini seperti full package.Selain di dari tampilannya sangat menarik bagi anak-anak maupun remaja. Jadi tidak menimbulkan rasa bosan bagi penggunanya."
Wuciii,5,2021-02-07 11:46:24,"Terimakasih, sangat membantu dalam belajar^^ awal nya saya males banget kalau disuruh baca materi di buku, bahkan kadang sampai gak baca sama sekali, akhirnya kalau dikasih tugas sama guru, saya bingung sendiri. Tapi setelah download dan lihat video pembelajaran dari Ruangguru jadi paham sama materinya. Saya sangat suka fitur Ruangbaca dan Ruangbelajar nya^^ Terimakasih sekali!!!!"
Galih Puji Irianto (Galih),4,2021-02-06 01:17:23,"Materinya mudah dipahami, soal²nya juga menantang, dan ada event tes untuk pts dan pas. Tapi tolong banget sama ruangguru, buat kecilin ukuran aplikasinya/bisa dipindahin ke kartu SD, kasihan hp low-end yang memorinya pas²an. Selain itu gaada komplen. Makasih."
Abdul Malik,4,2021-02-05 06:39:29,"Tolong diperbaiki aplikasi ini. Kalau mau dinilai orang-orang yg no.1, coba aplikasi ini jangan muncul kalimat ""mohon maaf sedang terjadi masalah sistem, coba muat ulang"" ini yg buat gue pusing. Mau kerjakan tugas nggak bisa masuk ke ruangguru. Cepat perbaiki kembali, supaya para pengguna bisa gunakan ruangguru."
Maulana Anjari Anggorokasih,3,2021-02-05 02:42:19,"Sering lag, patah patah pada aplikasinya. Untuk materi sudah sangat memuaskan, good job team ruang guru. Mohon buat kinerja aplikasinya jadi lebih ringan untuk mengatasi beberapa handphone yang spesifikasinya terbatas, termasuk punya saya🙏"
Julia touselak,3,2021-02-05 01:12:14,"Aplikasinya bagus, tapi kok pas mau bikin layar fullscreen ga bisa ya? Padahal ada layanan fullscreen. Mau bikin fullscreen pas lagi belajar, eh layarnya tiba tiba jadi hitam. Kan ga enak juga belajarnya kalo layar setengah doang. Cara ngatasinny gimn? Tlng diprbaiki ya. Itu aj sih kndla ak. Yg lainny baik baik aj. Sekian😊"
Cosmik Glemm,3,2021-02-04 03:15:18,"Fitur download video yg baru semakin ribet dan membingungkan,ditambah waktu downloadnya yng sangat lama,tulisannya sedang didownload padahal sudah nunggu lama.mohon diperbaiki lagi fitur download videonya atau dikembalikan ke fitur yg lama saja,karena lebih simple"
Virdhana :3,3,2021-02-01 01:52:12,Aplikasinya bagus cuman biasanya kalau kerja tugas kok suka error gitu??? Saya waktu lerja tugas mtk saya kasih salah satu jadi hasilnya salah dua! Banyak teman - temanku juga berpendapat seperti itu! Kalau begitu trus nanti kita dikira salah padahal jawabannya udah benar! Perbaikin dong!
Zahra Fitriani,5,2021-01-30 14:48:07,Aplikasi yang bagus banget dan membantu banget disaat belajar online gini.. bisa belajar mandiri dengan video dan materi jadi gak ngebosenin.. pelayanan dan fasilitas juga keren keren..👍 pokoknya good banget lah👍👍 it's amazing all😍
Adam Pramudya,4,2021-01-28 02:15:11,"Aplikasi yang bagus, video penyampaian maternya juga sangat baik dan mudah dimengerti. Tapi, saran saya tolong berikan poin yang lebih banyak untuk video yang berdurasi panjang. Masa video dengan durasi 30menit poinnya sama dengan video yang hanya berdurasi 1 menit. Untuk itu saya beri rating bintang 4 dulu."
Anindya Fitrah,4,2021-01-27 10:00:06,"Gatau kenapa, setiap ngerjakan kuis nya selalu ada yang salah. Padahal saat menjawab, jawaban nya benar tapi disaat sudah klik ""akhiri kuis"" jawaban nya selalu ganti² sendiri. Itupun xp nya juga ga nambah, padahal udah diulang². :)"
Isti Qomah,2,2021-01-26 12:59:16,"Mohon maaf kak kalau scroll di beranda ko ngga muncul2 yah infonya, kaya koneksi lambat gitu. Terus pas mau chat juga loadnya lama banget alhasil koneksi bermasalah. Padahal di aplikasi lain WA, Instagram dll lancar2 aja, koneksinya cepat. Cuma di ruangguru yang loadingnya lama sama koneksi lambat."
Alifia Arumi Prasetyo,5,2021-01-25 06:46:04,"Ruang guru adalah aplikasi belajar yang di mana banyak sekali vidio vidio pembahasan suatu pembelajaran dengan animasi animasi yang mudah untuk di mengerti dan di pelajari. Selain vidio, terdapat juga banyak latihan latihan soal serta pembahasan lengkapnya."
Kacang Mars,4,2021-01-24 12:59:59,"Di ruangguru ini sepertinya preferensi user sangat dibatasi, mungkin ini juga untuk membatasi size aplikasinya namun seharusnya ini harus ada.  Salah satu hal yang saya tidak sukai ialah getaran setelah menyelesaikan sebuah video ataupun kuis. Saya mencoba melihat pilihan disetting namun sepertinya tidak ada tombol untuk menonaktifkannya. Dan mungkin ialah ke tidak tersediaannya dark mode, mungkin itu saja dari saya. Terimakasih"
Dwi Hidayati,5,2021-01-23 01:35:37,"Aplikasi ini sangat membantu dalam proses belajar saya. Apabila ada yang bilang ""aplikasi kurang bagus dsb"" itu balik lagi ke diri kita. Kalau kita mau belajar dan memperjuangkan, pasti ya bisa belajar dengan mudah😀"
22.19 Okta,4,2021-01-22 15:32:14,"Sebenarnya bagus banget aplikasinya tapi tentunya aplikasi selalu ada kekurangan. Saat ngerjakan kuis enggak ke centang kalau udah ngerjain, saat video langsung kan biasanya ada kuisnya terkadang pilihan opsi nya telat jadi udah tau jawabannya duluan. Tapi aplikasi ini lebih memudahkan aku yang males belajar jadi lebih semangat belajar😇"
Maisya N.,5,2021-01-22 04:54:10,"Membantu aku banget dalam belajar, baru langganan tapi udah sukaa dan membantuu banget!! Videonya jelas dan mudah dipahami, good deh. Tapi kadang aplikasinya suka agak macet, gatau karena sinyal atau karena apa, tapi intinyaa aku sukaa, membantu banhet sih ini<3"
Dhea Gita,5,2021-01-21 13:39:28,"Aplikasi Ruangguru memang sangat membantu... Seandainya ada juga yang diajarin materi pemrograman pasti langganan lagi. Apalagi aplikasi ini sangat canggih dan interaktif, ada bagusnya kalo ngajarin juga buat app kyk gini atau cara buat bot chat seperti yg di WA itu ROBOGURU. Kyk platform dari luar negeri itu mencakup semua bidang, ada semua diajarin dalam platformnya, tpi sayangnya pake bahasa Inggris :' ..... Moga aja Ruangguru bisa seperti itu juga, tpi Ruangguru ini terkeren di Indonesia 👍"
Nabil 44,2,2021-01-21 13:06:26,"Apknya mungkin bagus.tapi iklannya lama dan semakin sering.saya tidak ingin apk ini semakin banyak rating,iklan semakin sering.iklan sih boleh tapi jangan terlalu lama dan sering.kalo iklan yang pentingnya aja jangan pake nyanyi nyanyi segala macem yang bikin lama itu nyanyi.itu aja mungkin tolong diperbaiki iklannya."
Mas kobis,4,2021-01-19 04:17:51,Setelah diperbaharui mungkin aplikasinya tidak merespon dan keluar sendiri. Mungkin karena terlalu berat. Tapi kemudian setelah saya hapus data aplikasi kemudian masuk lagi berulangkali. Baru bisa. Terimakasih.
Wifda Ghanis,5,2021-01-17 05:44:29,Aplikasi ini sudah bagus. Video2 nya sangat menarik. Tapi sebagai pelajar saya terkadang suka melihat teman2 yang difabel (khusunya teman tuli) kesulitan untuk memahami materi. Jadi boleh tidak ditambahkan subtitel di video nya untuk memudahkan teman tuli untuk belajar? Sekian terimakasih...
Maudy Lanasari,5,2021-01-15 13:30:30,"Ruangguru sangat membantu sekali kegiatan belajarku, materi dan master teacher ya mantap! Penjelasan nya mudah dimengerti pokoknya. Fiturnya juga banyak, ruangguru the best!!!"
Rizqi Irsyad,5,2021-01-14 06:42:03,"Aplikasi ini sangat bagus👍👍👍. Tiap salah ada penjelasannya, videonya beranimasi, materinya juga persis di buku, dan bisa tanya pr yg susah dan ada video pembahasannya. Kalian yg tdk instal dan langganan rugi besar. Aplikasi ini bisa lihat rangking tdk ya? Soalnya aku blm tau caranya🙄🙄🙄."
Shufia Aghnia,5,2021-01-10 15:31:32,"Kalau menurut aku, aplikasi ini bagus banget. Materi nya menurutku lengkap dan banyak latihan soal. Cuman kalau masalah ada perubahan atau nggaknya tergantung kita sendiri, harus bisa mengatur waktu dan disiplin. Banyak voucher dan recomended lah ya. Thanx kak Ruangguru ;)"
Alya Azriana,5,2021-01-10 08:00:41,"Belajar di aplikasi ruangguru sangat menyenangkan sekali karna video pembahasan nya di lengkapi animasi - animasi yang sangat menarik untuk di lihat , belum lagi ada berbagai fitur -fitur yang tersedia , yang dapat mendukung proses pembelajaran kita dan membuat kita lebih bersemangat dalam belajar . ;)"
